CO,CUST#,CUSTOMER NAME,SERVICE NAME,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,AREA CD#1,PHONE #1,AREA CD#2,PHONE #2,BILLING ADDR,BILLING CITY,BILLING STATE,BILLING ZIP,SERVICE ADDR,SERVICE CITY,SERVICE STATE,SERVICE ZIP,CONTACT,V0  User Field,V1  CART SURCHARG,V2  MF UNITS,V3  BIZ TYPE,V4  SB1383,V5  Alternate Nam,V6  Opted out of,VARIABLE 7,VARIABLE 8,VARIABLE 9,V10 Old Account #,VARIABLE 11,VARIABLE 12,VARIABLE 13,VARIABLE 14,RES,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT,AREA CD#3,PHONE #3,SERVICE COUNTY,SERV MISC FLAG,BILL MISC FLAG,GENERAL EMAIL,BILLING EMAIL,F/C FLAG
01,10608,TK COMMERCIAL PROPERTIES,TK COMMERCIAL PROPERTIES,Y     ,CA,1655.3,1825.3,,1825.3,0,0,0,707,944-8768,707,337-3304,6540  WASHINGTON ST,YOUNTVILLE,CA,94599    ,6540  WASHINGTON ST,YOUNTVILLE,CA,94599    ,#1 ACCTING #2 ROSS #3KATE,,,,,,,,,,,,,,,,N,0,15208.39,,07/06/2007,,07/06/2007,,,Y,,707,754-4261,,,,,,Y
01,10613,MITCHELL CONSTRUCTION,MITCHELL CONSTRUCTION,SC    ,CA,482.56,478.36,,478.36,0,0,0,707,963-2458,707,963-2458,1550  INGLEWOOD AVE,ST HELENA,CA,945742222,1550  INGLEWOOD AVE,ST HELENA,CA,945742222,,,,,CONTRACTOR,,MITCHELL CONSTRU,,,,,,,,,,N,0,4491.94,,03/28/1995,,,,,CO,,,,,,,,,Y
01,10625,SAFEWAY #2605,SAFEWAY #2605,S     ,PA,0,1766.56,,1766.56,0,0,0,866,322-4547,707,968-3620,P O BOX 2410,SPOKANE,WA,992102410,1026  HUNT AVE,ST HELENA,CA,94574    ,COMPACTOR,,,,,,SAFEWAY  INC,,,,,,,,,,N,0,9861.89,,06/11/1988,,06/11/1988,,,S,,623,432-3764,,,,Livebills@engieinsight.com,Livebills@engieinsight.com,Y
01,10626,THE PAINT WORKS,THE PAINT WORKS,S     ,CA,438.91,0,,0,0,0,0,707,963-9551,707,963-9551,1078  FULTON LN  UNIT A,ST HELENA,CA,945741021,1078  FULTON LN,ST HELENA,CA,945741021,,,,,HOME IMPRO,,THE PAINT WORKS,,,,,,,,,,N,0,3681.82,,10/01/1987,,,,,S,,,,,,,,,Y
01,10628,CALISTOGA PET CLINIC,CALISTOGA PET CLINIC,C     ,CA,515.46,0,,0,0,0,0,707,942-0404,707,,2960  FOOTHILL BLVD,CALISTOGA,CA,94515    ,2960  FOOTHILL BLVD,CALISTOGA,CA,94515    ,ANN,,,,MEDICAL,,,,,,,,,,,,N,0,4885.56,,07/06/2007,,07/06/2007,,,C,,,,,,,Calistogapetclinic@yahoo.com,Calistogapetclinic@yahoo.com,Y
01,10638,UMPQUA/ACCOUNTS PAYABLE,UMPQUA BANK,S     ,CA,413.91,413.91,,413.91,0,0,0,707,290-5454,707,,PO BOX 2410,SPOKANE,WA,992102410,1065  MAIN ST,ST HELENA,CA,94574    ,BELINDA 971-544-1065,,,,OFFICE BLD,,,,,,,,,,,,N,0,4979.18,,07/06/2007,,07/06/2007,,,S,,,,,,,oybarra@ecova.com,oybarra@ecova.com,Y
01,10642,HOTEL ST HELENA,HOTEL ST HELENA,S     ,CA,363.91,383.91,,383.91,0,0,0,510,908-4777,707,,1309  MAIN ST,ST HELENA,CA,945741900,1309  MAIN ST,ST HELENA,CA,945741900,MARY HANEY A/P,,,,LODGING,,,,,,,,,,,,N,0,3801.47,,04/04/2017,,04/20/1990,,,S,,510,,,,,marymhaney@prodigy.net,marymhaney@prodigy.net,Y
01,10648,ROUND POND WINERY,ROUND POND WINERY,YC    ,CA,1788.94,1788.94,,1788.94,0,0,0,707,302-2502,707,963-9346,P O BOX 556,RUTHERFORD,CA,94573    ,875  RUTHERFORD RD,RUTHERFORD,CA,94573    ,JULIE,,,,WINERY,,,,,,,,,,,,N,0,16278.71,,07/11/2007,,07/11/2007,,,CO,,707,302-2514,,,,julie@roundpond.com,julie@roundpond.com,Y
01,10669,E & J GALLO WINERY,SUN LAKE,PV    ,CA,233.06,233.06,,233.06,0,0,0,707,431-5602,707,953-2193,P O BOX 3044,MODESTO,CA,95353    ,6717  POPE VALLEY RD,POPE VALLEY,CA,94567    ,KIM FREY,,,,WINERY,,,,,,,,,,,,N,0,2127.26,,07/27/2007,,07/27/2007,,,PV,,,,,,,kimberly.frey@ejgallo.com,,Y
01,10729,CITY OF CALISTOGA,CITY OF CALISTOGA RO CALISTOGA,C     ,MA,0,0,,0,0,0,0,707,942-2828,707,942-2828,1232  WASHINGTON ST,CALISTOGA,CA,945151440,414  WASHINGTON ST,CALISTOGA,CA,945151440,LOUISE 942-2780,,,,,,CITY OF CALISTOG,,,,,,,,,,N,0,34321.85,,01/23/1991,,01/23/1991,,,C,,,,,,,lharrison@ci.calistoga.ca.us,lharrison@ci.calistoga.ca.us,N
01,10730,ROBERT SINSKEY WINERY,SINSKEY WINERY,YC    ,CA,1856.1,1856.1,,1856.1,0,0,0,707,944-9090,707,944-9090,6320 S SILVERADO TRL,NAPA,CA,945589747,6320 S SILVERADO TRL,YOUNTVILLE,CA,94599    ,JEFF VERING,,,,WINERY,,SINSKEY WINERY,,,,,,,,,,N,0,16143.04,,02/09/1989,,02/09/1989,,,CO,,,,,,,ap@robertsinskey.com,trish@robsinskey.com,Y
01,10771,HALL WINES,HALL WINES ADMINSTRATION,SC    ,CA,1040.4,0,,0,0,0,0,707,967-2749,707,,401  SAINT HELENA HWY S,SAINT HELENA,CA,945742200,401  S ST HELENA HWY,ST HELENA,CA,94574    ,BOB WILSON,,,,WINERY,,,,,,,,,,,,N,0,8841,,08/20/2007,,08/20/2007,,,CO,,,,,,,fawright@hallwines.com,fawright@hallwines.com,Y
01,10778,CHRISTOPHER HILL FINE ART,CHRISTOPHER HILL FINE ART,S     ,CA,32.62,0,,0,0,0,0,707,963-0272,707,,1235  MAIN ST,ST HELENA,CA,94574    ,1235  MAIN ST,ST HELENA,CA,94574    ,CHRISTOPHER,,,,ENTERTAINM,,,,,,,,,,,,N,0,296.44,,08/21/2007,,08/21/2007,,,S,,,,,,,christopher@chgallery.com,christopher@chgallery.com,Y
01,10791,MURPHY MURPHY MURPHY  INC.,TRAINA VINEYARDS,YC    ,CA,131.25,264.47,,133.22,131.25,0,0,310,562-5590,,,5665  PLAZA DR  STE 350,CYPRESS,CA,906305037,7752 S ST HELENA HWY,OAKVILLE,CA,94576    ,JINA WON 714-821-5550X210,,,,WINERY,,,,,,,,,,,,N,0,1196.32,,12/01/1988,,12/01/1988,,,CO,,,,,,,JINA@MURPHY3.COM,jina@murphy3.com,Y
01,10831,PROFESSIONAL CTR OF ST HELENA,PROFESSIONAL CTR OF ST HELENA,S     ,CA,503.88,388.83,,388.83,0,0,0,707,963-1231,707,963-1231,P O BOX 306,ST HELENA,CA,945740306,176  MAIN ST,ST HELENA,CA,945740306,VIVIAN ROBISON-337-9352 M,,,,OFFICE BLD,,PROFESSIONAL CEN,,,,,,,,,,N,0,3339.53,,06/08/1989,,06/08/1989,,,S,,,,,,,info@rboco.com,info@rboco.com,Y
01,10870,STERLING VINEYARDS,STERLING WINERY,CC    ,CA,1040.4,0,,0,0,0,0,707,942-3300,707,942-3332,P O BOX 365,CALISTOGA,CA,94515    ,1111  DUNAWEAL LN,CALISTOGA,CA,94515    ,MIKE CELL# 732-6593,,,,WINERY,,,,,,,,,,,,N,0,11776.11,,09/22/2010,,09/22/2010,,,CO,,,,,,,mercedes.meats@tweglobal.com,jamie.lundquist@tweglobal.com,Y
01,10879,SUNSET DEVELOPMENT,MEHRAN  ALEXANDER,YC    ,CA,1298.25,1298.25,,1298.25,0,0,0,925,355-1438,707,355-1438,P O BOX 640,SAN RAMON,CA,945830640,1380  WALNUT DR,OAKVILLE,CA,94562    ,CLARK 344-9000,,,,,,MEHRAN  ALEXANDE,,,,,,,,,,N,0,11797.08,,12/22/1988,,12/22/1988,,,CO,,,,,,,,,Y
01,10885,RAYMOND VINEYARDS,RAYMOND VINEYARDS,SC    ,PA,0,1697.94,,1697.94,0,0,0,707,963-3141,707,963-3141,849  ZINFANDEL LN,ST HELENA,CA,945741645,849  E ZINFANDEL LN,ST HELENA,CA,945741645,,,,,,,RAYMOND VINEYARD,,,,,,,,,,N,1697.94,12367.48,,10/27/1986,,10/27/1986,,,CO,,,,,,,dawna.mirante@boisset.com,accountspayable@boisset.com,Y
01,10900,ANA'S CANTINA  INC,ANA'S CANTINA  INC,S     ,CA,171.28,171.28,,171.28,0,0,0,707,963-4921,707,942-6313,1205  MAIN ST,ST HELENA,CA,945741902,1205  MAIN ST,ST HELENA,CA,945741902,ANA NOTES - CASH,,,,,,ANA'S CANTINA  I,,,,,,,,,,N,0,1219.37,,06/16/1995,,06/16/1995,,,S,,,,,,,footman1@abcglobal.net,,Y
01,10922,B & E PROPERTY,B & E PROPERTY,S     ,CA,1353.97,1353.97,,1353.97,0,0,0,707,963-3300,707,963-3300,P O BOX 248,ST HELENA,CA,945740248,999  ADAMS ST,ST HELENA,CA,945740248,,,,,OFFICE BLD,,B & E PROPERTY,,,,,,,,,,N,0,11921.86,,12/03/1990,,12/03/1990,,,S,,,,,,,,,Y
01,10924,RAY CENTANNI,RAY CENTANNI,CC    ,CA,89.71,89.71,,89.71,0,0,0,707,963-9115,707,963-9115,3764  SILVERADO TRL,CALISTOGA,CA,945159613,3764 N SILVERADO TRL,CALISTOGA,CA,945159613,,,,,HOME IMPRO,,CENTANNI  RAY,,,,,,,,,,N,0,815.2,,11/23/1994,,,,,CO,,,,,,,,,Y
01,10929,CHATEAU BOSWELL,CHATEAU BOSWELL,SC    ,CA,134.57,134.57,,134.57,0,0,0,707,963-5470,707,963-5385,1482  VALLEY RD E 42,MONTECITO,CA,931081200,3468 N SILVERADO TRL,ST HELENA,CA,945749662,,,,,WINERY,,CHATEAU BOSWELL,,,,,,,,,,N,0,1163.46,,02/20/1991,,02/20/1991,,,CO,,707,967-9767,,,,susanboswell@chateauboswellwinery.com,susanboswell@chateauboswellwinery.com,Y
01,10959,Z D WINES,Z D WINES,YC    ,CA,813.49,924.85,,924.85,0,0,0,707,963-5188,707,963-5188,8383 S SILVERADO TRL,NAPA,CA,945589436,8383 S SILVERADO TRL,YOUNTVILLE,CA,94599    ,BRANDON DELUZE,,,,WINERY,,Z D WINES,,,,,,,,,,N,0,6294.4,,07/09/1990,,07/09/1990,,,CO,,,,,,,chad@zdwines.com,accounting@zdwines.com,Y
01,10964,NAPA VALLEY WINE WAREHOUSE,NAPA VALLEY WINE WAREHOUSE,S     ,CA,743.93,743.93,,743.93,0,0,0,707,963-8220,707,963-8220,420  LAFATA ST,ST HELENA,CA,945741460,420  LA FATA ST,ST HELENA,CA,945741460,JESS GEN MGR,,,,UTILITY,,NAPA VALLEY WINE,,,,,,,,,,N,0,6378.5,,12/17/1987,,12/17/1987,,,S,,,,,,,jess@nvww.com,,Y
01,11025,STEPHEN HAWKS,STEPHEN HAWKS,CL    ,CA,202.68,0,,0,0,0,0,707,322-0243,707,942-0712,P O BOX 53,CALISTOGA,CA,945150053,1412  FRANKLIN ST,CALISTOGA,CA,945151462,OWNER MARISA CEL 322.0243,,,,MULTIFAMIL,,HAWKS  STEPHEN,,,,,,,,,,N,0,1841.76,,07/13/1989,,07/13/1989,,,CL,,,,,,,,,Y
01,11049,GRGICH HILLS CELLAR,GRGICH HILLS CELLAR,YC    ,CA,2032.03,2182.03,,2182.03,0,0,0,707,963-2784,707,963-2784,P O BOX 450,RUTHERFORD,CA,945730450,1829 S ST HELENA HWY,RUTHERFORD,CA,945730450,STEPHAN SCOTT 324-9858,,,,WINERY,,GRGICH HILLS CEL,,,,,,,,,,N,0,17696.28,,06/10/1996,,06/10/1996,,,CO,,,,,,,ap@grgich.com,ap@grgich.com,Y
01,11086,BARBARA HOOPES VYD,BARBARA HOOPES VYD,YC    ,CA,482.56,0,,0,0,0,0,707,944-9800,707,,1350  YOUNT MILL RD,YOUNTVILLE,CA,94599    ,1380  YOUNT MILL RD,YOUNTVILLE,CA,94599    ,BARBARA,,,,VINEYARD,,,,,,,,,,,,N,0,4391.1,,12/10/2007,,12/10/2007,,,CO,,,,,,,invoices@hoopesvineyard.com,invoices@hoopesvineyard.com,Y
01,11103,CAMEO CINEMA,CAMEO CINEMA,S     ,CA,668.93,0,,0,0,0,0,707,494-3146,707,,1340  MAIN ST,ST HELENA,CA,94574    ,1340  MAIN ST,ST HELENA,CA,94574    ,KATHY BUCK   287-4172,,,,,,,,,,,,,,,,N,0,2723.08,,12/21/2007,,12/21/2007,,,S,,,,,,,douglas@crowderklug.com,cameocinemaoffice@gmail.com,Y
01,11110,JONES LANG LASALLE AMERICAS,VERMEIL MEDICAL CLINIC,C     ,CA,103.93,103.93,,103.93,0,0,0,707,942-6233,707,963-6494,P O BOX 2410  MAIL   STOP 4321,SPOKANE,WA,992102410,913  WASHINGTON ST,CALISTOGA,CA,94515    ,SCOTT SANDIN,,,,MEDICAL,,,,,,,,,,,,N,0,947,,01/03/2008,,01/03/2008,,,C,,707,963-3611,,,,scott.sandin@am.jll.com,,Y
01,11132,STEPHEN HAWKS,STEPHEN HAWKS,CL    ,CA,168.9,0,,0,0,0,0,707,322-0243,,,P O BOX 53,CALISTOGA,CA,945150053,1316  PINE ST,CALISTOGA,CA,945151721,OWNER MARISA 322-0243CELL,,,,MULTIFAMIL,,HAWKS  STEPHEN,,,,,,,,,,N,0,1534.8,,06/25/1998,,06/25/1998,,,CL,,,,,,,,,Y
01,11147,CHATEAU CALISTOGA,CHATEAU CALISTOGA,CL    ,CA,7995.2,7995.2,,7995.2,0,0,0,650,969-4860,707,942-5101,425 N WHISMAN RD  SUITE 600,MOUNTAIN VIEW,CA,940435733,BRANNAN ST,CALISTOGA,CA,94515    ,PETER WANG/JOSEPHINE,,,,MOBILEHOME,,,,,,,,,,,,N,0,61128.56,,12/20/2007,,,,,CL,,650,961-1823,,,,,,Y
01,11149,VINEYARD VALLEY MOBILE,VINEYARD VALLEY MOBILE,S     ,PA,0,4120.98,,4120.98,0,0,0,707,963-2725,707,694-7007,290  POPE ST,ST HELENA,CA,945741256,290  POPE ST,ST HELENA,CA,945741256,SHELLY & FRANK DE FEDE,,,,,,VINEYARD VALLEY,,,,,,,,,,N,0,33895.15,,04/18/1988,,04/18/1988,,,S,,,,,,,vineyardvalleymhp@gmail.com,,N
01,11157,CALLA LILY,CALLA LILY,S     ,CA,32.62,0,,0,0,0,0,707,963-8188,707,963-8188,1222  MAIN ST,ST HELENA,CA,945741901,1222  MAIN ST,ST HELENA,CA,945741901,DEBRA CASELLI-OWNER,,,,RETAIL,,CALLA LILY,,,,,,,,,,N,0,296.44,,07/16/1985,,07/16/1985,,,S,,,,,,,c.linnens@atp.net,,Y
01,11162,HEITZ WINE CELLARS,HEITZ WINE CELLARS,SC    ,CA,1723.97,-1825.97,,-1825.97,0,0,0,707,963-3542,707,963-3542,500  TAPLIN RD,ST HELENA,CA,945749601,500  TAPLIN RD,ST HELENA,CA,945749601,DISTANCE CHG,,,,WINERY,,HEITZ WINE CELLA,,,,,,,,,,N,0,16917.15,,08/17/1981,,,,,CO,,,,,,,,,Y
01,11174,RUTHERFORD WINE COMPANY,ROUND HILL CELLARS,YC    ,CA,890.4,1001.76,,1001.76,0,0,0,707,963-5251,707,963-5251,1420 S MILLS AVE  SUITE B,LODI,CA,952424291,1680 S SILVERADO TRL,ST HELENA,CA,945749798,ANGELA VAZQUEZ 968.3233,,,,WINERY,,ROUND HILL CELLA,,,,,,,,,,N,0,8323.72,,05/30/1994,,05/30/1994,,,CO,,707,968-3233,,,,accounts.payable@rutherfordwine.com,accounts.payable@rutherfordwine.com,Y
01,11206,ST HELENA HOSPITAL,ST HELENA HOSPITAL,AC    ,TA,0,1227.72,,1227.72,0,0,0,707,963-6494,707,,P O BOX 2410,SPOKANE,WA,992102410,49  HILLCREST RD,DEER PARK,CA,94576    ,,,,,,,,,,,,,,,,,N,0,8527.12,,08/08/2016,,04/22/2011,,,CO,,,,,,,,,Y
01,11224,MODESTA CALDERA,MODESTA CALDERA,C     ,CA,103.92,-24.87,,-24.87,0,0,0,707,942-9473,707,,1609  LAKE ST  APT C,CALISTOGA,CA,94515    ,1416  EDDY ST,CALISTOGA,CA,94515    ,RIGO,,,5,MULTIFAMIL,,,,,,,,,,,,N,0,944.34,,01/24/2008,,,,,C,,,,,,,,,Y
01,11255,ST HELENA UNIFIED SCHOOL,ST HELENA ELEM SCHOOL,S     ,CA,1048.95,1048.95,,1048.95,0,0,0,707,967-2703,707,967-2712,465  MAIN ST,ST HELENA,CA,945742159,TAINTER ST,ST HELENA,CA,945742198,BRAD A/P -- PHONE #1,,,,SCHOOL,,ST HELENA UNIFIE,,,,,,,,,,N,0,9285.18,,10/24/1989,,10/24/1989,,,S,,,,,,,befishoff@sthelenaunified.org,,Y
01,11256,ST HELENA UNIFIED SCHOOL,ST HELENA ELEMENTARY SCHOOL,S     ,CA,146.82,-17.29,,-17.29,0,0,0,707,967-2712,707,967-2722,465  MAIN ST,SAINT HELENA,CA,945742159,1325  ADAMS,ST HELENA,CA,945742198,,,,,SCHOOL,,ST HELENA UNIFIE,,,,,,,,,,N,0,466.67,,11/01/1991,,11/01/1991,,,S,,,,,,,befishoff@sthelenaunified.org,,N
01,11276,DON WESNER  INC,DON WESNER,YC    ,CA,89.71,89.71,,89.71,0,0,0,707,963-2008,707,963-2008,P O BOX 452,RUTHERFORD,CA,945730452,1525  SKELLENGER LN,RUTHERFORD,CA,945730452,,,,,,,WESNER  DON,,,,,,,,,,N,0,897.66,,09/24/1997,,09/24/1997,,,CO,,,,,,,,,Y
01,11282,RIANDA HOUSE,RIANDA HOUSE,S     ,CA,97.87,97.87,,97.87,0,0,0,707,963-8555,707,,1475  MAIN ST,ST HELENA,CA,94574    ,1475  MAIN ST,ST HELENA,CA,94574    ,TONI ABDALLA EXT. 102,,,,COMMUNITY,,,,,,,,,,,,N,0,889.36,,02/19/2008,,02/19/2008,,,S,,,,,,,toni@riandahouse.com,julie@riandahouse.com,Y
01,11302,MERRYVALE VINEYARDS,MERRYVALE VINEYARDS,S     ,CA,1481.22,1481.22,,1481.22,0,0,0,707,968-3482,707,968-3412,1000  MAIN ST,SAINT HELENA,CA,945742011,1000  MAIN ST,ST HELENA,CA,945742011,DANIEL,,,,WINERY,,MERRYVALE VINEYA,,,,,,,,,,N,0,12771.66,,06/02/1989,,06/02/1989,,,S,,,,,,,,dcostin@merryvale.com,Y
01,11309,SILVERADO VINEYARDS,SILVERADO VINEYARDS,YC    ,CA,3698.56,3773.56,,3773.56,0,0,0,707,257-1770,707,257-1770,6121  SILVERADO TRL,NAPA,CA,945589415,6121 S SILVERADO TRL,YOUNTVILLE,CA,94599    ,KATHRYNE FOW,,,,WINERY,,,,,,,,,,,,N,0,33833.66,,03/27/1992,,03/27/1992,,,CO,,,,,,,,,Y
01,11342,PANCHA'S OF YOUNTVILLE,PANCHA'S OF YOUNTVILLE,Y     ,CA,435.94,435.94,,435.94,0,0,0,707,944-2125,707,944-2125,6764  WASHINGTON ST,YOUNTVILLE,CA,945992708,6764  WASHINGTON ST,YOUNTVILLE,CA,945992708,ROSE,,,,BAR NO FW,,PANCHA'S OF YOUN,,,,,,,,,,N,0,3961.36,,02/19/1996,,,,,Y,,,,,,,,,Y
01,11349,AETNA SPRINGS RESORT,AETNA SPRINGS RESORT,PV    ,CA,365.88,365.88,,365.88,0,0,0,707,246-5455,707,,1600  AETNA SPRINGS RD,POPE VALLEY,CA,945679416,1600  AETNA SPRINGS RD,POPE VALLEY,CA,94567    ,HEATHER,,,,PARK,,,,,,,,,,,,N,0,3294.8,,04/04/2008,,04/04/2008,,,PV,,,,,,,joel@aetnasprings.com,joel@aetnasprings.com,Y
01,11361,TREASURY WINE ESTATES,TREASURY WINE ESTATES,AC    ,CA,269.14,542.32,,273.18,269.14,0,0,415,433-1800,707,433-1800,1000  PRATT AVE,SAINT HELENA,CA,945741020,1000  LAS POSADAS RD,ANGWIN,CA,94508    ,JIM BURGESS 225-1654,,,,,,,,,,,,,,,,N,0,2456.52,,05/28/1982,,05/28/1982,,,CO,,,,,,,alfiya.kellogg@tweglobal.com,alfiya.kellogg@tweglobal.com,Y
01,11370,CAKEBREAD CELLARS,CAKEBREAD CELLARS,YC    ,CA,2266.06,2476.06,,2476.06,0,0,0,707,963-5221,707,963-5221,P O BOX 216,RUTHERFORD,CA,945730216,8300  S ST HELENA HWY,RUTHERFORD,CA,945730216,CYHTHIA,,,,WINERY,,CAKEBREAD CELLAR,,,,,,,,,,N,10,19836.5,,04/01/1988,,04/01/1988,,,CO,,,,,,,ap@cakebread.com,ap@cakebread.com,Y
01,11402,CALISTOGA BREWING CO IN,CALISTOGA INN,C     ,CA,2139.51,2444.51,,2444.51,0,0,0,707,942-4101,707,942-4101,1250  LINCOLN AVE,CALISTOGA,CA,945151741,1250  LINCOLN AVE,CALISTOGA,CA,945151741,ROSE DEVERA/BOOKEEPER,,,,LODGING-FW,,CALISTOGA INN,,,,,,,,,,N,0,15924.74,,02/15/1996,,02/15/1996,,,C,,,,,,,,,Y
01,11405,AUBERGE DU SOLEIL,AUBERGE DU SOLEIL,YC    ,PA,0,10133.8,,10133.8,0,0,0,707,963-1211,707,963-1211,P O DRAWER B,RUTHERFORD,CA,94573    ,180  RUTHERFORD HILL RD,RUTHERFORD,CA,94573    ,SKIP  DAVID,,,,,,AUBERGE DU SOLEI,,,,,,,,,,N,3075.91,44721.39,,10/03/1986,,10/03/1986,,,CO,,,,,,,jdelasaux@aubergedusoleil.com,jamie.snook@aubergeresorts.com,Y
01,11436,HUDSON AVE LLC,SPOTTSWOODE VINEYARDS,S     ,CA,892.19,892.19,,892.19,0,0,0,707,963-7339,707,963-0134,1902  MADRONA AVE,ST HELENA,CA,945742354,1401  HUDSON AVE,ST HELENA,CA,945742354,MARY NOVAK,,,,WINERY,,SPOTTSWOODE VINE,,,,,,,,,,N,0,8450.76,,04/30/1987,,04/30/1987,,,S,,,,,,,tiffanyminnick@spottswoode.com,,Y
01,11451,CROWN PROPERTY MANAGEMENT,VICTOR AMERI,CL    ,CA,862.31,862.31,,862.31,0,0,0,707,942-5500,707,942-5500,1601  LINCOLN AVE,NAPA,CA,94558    ,1300  PINE ST,CALISTOGA,CA,945151418,ALSO #11806,,,,MULTIFAMIL,,AMERI  VICTOR,,,,,,,,,,N,0,8153.86,,11/24/1987,,11/24/1987,,,CL,,,,,,,,,N
01,11457,ST HELENA CYCLERY,ST HELENA CYCLERY,S     ,CA,363.91,0,,0,0,0,0,707,483-3852,707,963-7736,1156  MAIN ST,ST HELENA,CA,945742013,1156  MAIN ST,ST HELENA,CA,945742013,JAKE,,,,RETAIL,,ST HELENA CYCLER,,,,,,,,,,N,0,3306.82,,06/14/1994,,06/14/1994,,,S,,,,,,,jake@sthelenacyclery.com,,Y
01,11474,MASONIC HALL ASSOC,MASONIC HALL ASSOC,S     ,CA,32.62,32.62,,32.62,0,0,0,707,963-1146,707,,P O BOX 243,SAINT HELENA,CA,945741940,1335  MAIN ST  B,ST HELENA,CA,94574    ,ELIZABETH,,,,COMMUNITY,,,,,,,,,,,,N,0,296.94,,04/29/2008,,04/29/2008,,,S,,,,,,,,,Y
01,11483,SILVER OAK WINERY,SILVER OAK WINERY,YC    ,CA,3450.26,3450.26,,3450.26,0,0,0,707,942-2491,707,944-8808,7300  HIGHWAY 128,HEALDSBURG,CA,954888018,915  OAKVILLE X RD,OAKVILLE,CA,94576    ,944-8808 DAVE,,,,WINERY,,SILVER OAK WINER,,,,,,,,,,N,0,29755.86,,01/01/1991,,01/01/1991,,,CO,,,,,,,accounting@silveroak.com,accounting@silveroak.com,Y
01,11512,THE CHARTER HOUSE,THE CHARTER HOUSE,S     ,CA,163.1,163.1,,163.1,0,0,0,707,963-7329,707,963-7329,P O BOX 445,ST HELENA,CA,945740445,1026  CHARTER OAK,ST HELENA,CA,945740445,DIANNE FRASER,,,5,MULTIFAMIL,,CHARTER HOUSE,,,,,,,,,,N,0,1484.27,,04/12/1994,,04/12/1994,,,S,,,,,,,dedefraser59@gmail.com,,Y
01,11513,WHITEHALL LANE WINERY,WHITEHALL LANE WINERY,SC    ,CA,965.4,965.4,,965.4,0,0,0,707,963-9454,707,963-9454,1563  SAINT HELENA HWY S,SAINT HELENA,CA,945749775,1563 S ST HELENA HWY,ST HELENA,CA,945749775,MATT,,,,WINERY,,WHITEHALL LANE W,,,,,,,,,,N,0,8391,,01/17/1983,,01/17/1983,,,CO,,,,,,,matt@whitehalllane.com,,Y
01,11522,HERRICK GRAND III LLC,HERRICK GRAND III LLC,YC    ,CA,540.19,-469.11,,-469.11,0,0,0,707,944-2740,707,,1181  RAGATZ LN,NAPA,CA,94558    ,6296  S ST HELENA HWY,YOUNTVILLE,CA,94599    ,LISA SCHEAER 732-0158,,,,WINERY,,,,,,,,,,,,N,0,4983.64,,05/09/2008,,,,,CO,,,,,,,luckydogs64@yahoo.com,luckydogs64@yahoo.com,Y
01,11529,CARPENTER VINEYARDS,CARPENTER VINEYARDS,S     ,CA,363.91,0,,0,0,0,0,707,963-1734,707,963-1734,830  FULTON LN,SAINT HELENA,CA,945741019,265  FULTON LN,ST HELENA,CA,945749722,ELFY CARPENTER,,,,WINERY,,CARPENTER RANCHE,,,,,,,,,,N,0,3306.82,,09/02/1986,,,,,S,,,,,,,thomascarpenter@sbcglobal.net,thomascarpenter@sbcglobal.net,Y
01,11531,TOWN OF YOUNTVILLE,TOWN--YOUNTVILLE BC WATER TREA,Y     ,MA,1308,0,,0,0,0,0,707,944-2988,707,944-2655,6550  YOUNT ST,YOUNTVILLE,CA,945991271,SOLANO AVE,YOUNTVILLE,CA,94599    ,LARRY HANCOCK,,,,MEMBER,,TOWN OF YOUNTVIL,,,,,,,,,,N,0,2217.6,,12/01/1989,,12/01/1989,,,Y,,,,,,,lhancock@yville.com,,N
01,11536,ROUND POND OFFICE 877,ROUND POND,YC    ,CA,293.71,293.71,,293.71,0,0,0,707,963-9346,707,963-9346,P O BOX 556,RUTHERFORD,CA,945730556,886  RUTHERFORD RD,RUTHERFORD,CA,945730556,JULIE,,,,WINERY,,MACDONNELL  ROBE,,,,,,,,,,N,0,8178.57,,09/21/1988,,09/21/1988,,,CO,,,,,,,julie@roundpond.com,julie@roundpond.com,Y
01,11547,GROTH VINEYARDS,GROTH VINEYARDS,YC    ,TA,0,888.62,,888.62,0,0,0,707,944-0290,707,738-3758,P O BOX 390,OAKVILLE,CA,94562    ,750  OAKVILLE X RD,OAKVILLE,CA,94562    ,ERIC 707-738-3758,,,,,,GROTH VINEYARDS,,,,,,,,,,N,0,2927.67,,04/12/2007,,04/12/2007,,,CO,,,,,,,,,Y
01,11548,VINELAND POOL,VINELAND POOL,S     ,CA,65.25,65.25,,65.25,0,0,0,707,963-5666,707,,3  STAGS VIEW LN,YOUNTVILLE,CA,94599    ,2190  VALLEJO ST,ST HELENA,CA,94574    ,MARY WALTER,,,,,,,,,,,,,,,,N,0,388.66,,05/27/2008,,05/27/2008,,,S,,,,,,,,,Y
